,Timestamp,Open,High,Low,Close,Volume,Date,%K,%D,Slow %K,Slow %D,KalmanFilterEst,isLocalPeak,isLocalTrough,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,MinutesSincePeak,MinutesSinceTrough,PriceChangeSincePeak,PriceChangeSinceTrough,KalmanFilterEst_1st_Deriv,KalmanFilterEst_2nd_Deriv,Short_Moving_Avg_1st_Deriv,Short_Moving_Avg_2nd_Deriv,Long_Moving_Avg_1st_Deriv,Long_Moving_Avg_2nd_Deriv
10,2024-06-10 09:31:44,69261.7,69261.7,69261.0,69261.0,5.6930000000000005,2024-06-10 09:31:44,75.7894736841799,89.5986698772967,75.7894736841799,75.7894736841799,69258.86036919427,False,True,Buy,69261.54000000001,69275.26999999999,67.7272727272804,2,0,0.0,0.0,346.1995359073626,-67342.49798770179,-11.999999999534339,-1399.9999999941792,238.00000000046566,-2500.0
11,2024-06-10 09:31:45,69260.9,69269.6,69258.9,69269.1,11.222,2024-06-10 09:31:45,75.7894736841799,89.5986698772967,75.7894736841799,75.7894736841799,69265.18880906365,False,False,Hold,69263.01999999999,69275.26999999999,67.7272727272804,3,1,-0.8000000000029104,-0.8000000000029104,632.8439869379508,28664.445103058824,147.99999999813735,15999.99999976717,238.00000000046566,-2500.0
12,2024-06-10 09:31:46,69269.2,69274.5,69269.1,69274.5,1.108,2024-06-10 09:31:46,75.7894736841799,89.5986698772967,75.7894736841799,75.7894736841799,69270.94344153795,False,False,Hold,69265.6,69275.26999999999,67.7272727272804,4,2,7.5,7.5,575.4632474301616,-5738.073950778926,258.0000000016298,11000.000000349246,238.00000000046566,-2500.0
13,2024-06-10 09:31:47,69274.4,69280.0,69274.4,69279.9,1.217,2024-06-10 09:31:47,75.7894736841799,89.5986698772967,75.7894736841799,75.7894736841799,69276.4788990897,False,False,Hold,69269.24,69275.26999999999,67.7272727272804,5,3,12.69999999999709,12.69999999999709,553.5457551755826,-2191.7492254578974,363.9999999999418,10599.999999831198,238.00000000046566,-2500.0
14,2024-06-10 09:31:48,69280.0,69284.9,69280.0,69284.9,0.823,2024-06-10 09:31:48,93.3333333333027,89.5986698772967,81.63742690055416,77.73879142297132,69281.68342567496,False,False,Hold,69273.87999999999,69275.26999999999,71.02040816327512,6,4,18.30000000000291,18.30000000000291,520.4526585250278,-3309.30966505548,463.9999999984866,9999.99999985448,238.00000000046566,-2500.0
15,2024-06-10 09:31:49,69285.9,69288.9,69285.9,69288.8,2.044,2024-06-10 09:31:49,99.67320261440753,89.5986698772967,89.5986698772967,82.34185682067692,69286.0817104913,False,False,Hold,69279.43999999999,69275.26999999999,70.35490605429459,7,5,24.19999999999709,24.19999999999709,439.8284816343221,-8062.417689070571,555.9999999997672,9200.000000128057,238.00000000046566,-2500.0
16,2024-06-10 09:31:50,69288.8,69291.2,69288.8,69291.2,0.995,2024-06-10 09:31:50,100.0,97.66884531590341,97.66884531590341,89.63498069791808,69289.24498737193,False,False,Hold,69283.86,69275.26999999999,68.16143497759062,8,6,27.10000000000582,27.10000000000582,316.3276880630292,-12350.079357129289,442.00000000128057,-11399.99999984866,238.00000000046566,-2500.0
17,2024-06-10 09:31:51,69291.2,69293.6,69291.2,69293.6,1.751,2024-06-10 09:31:51,100.0,99.89106753813583,99.89106753813583,95.71952757711199,69291.93653319751,False,False,Hold,69287.68000000001,69275.26999999999,70.38626609443078,9,7,29.5,29.5,269.15458255825797,-4717.310550477123,382.0000000006985,-6000.000000058208,238.00000000046566,-2500.0
18,2024-06-10 09:31:52,69293.7,69301.7,69293.7,69301.7,2.13,2024-06-10 09:31:52,100.0,100.0,100.0,99.18663761801308,69297.97068752948,False,False,Hold,69292.04,69275.26999999999,98.0815347722087,10,8,32.0,32.0,603.415433196642,33426.0850638384,435.999999998603,5399.999999790452,238.00000000046566,-2500.0
19,2024-06-10 09:31:53,69301.7,69307.6,69301.7,69307.6,1.776,2024-06-10 09:31:53,100.0,100.0,100.0,99.9636891793786,69303.92192992456,False,False,Hold,69296.58,69275.26999999999,98.31932773111608,11,9,40.0,40.0,595.1242395080044,-829.1193688637577,454.0000000008149,1800.000000221189,238.00000000046566,-2500.0
20,2024-06-10 09:31:54,69307.8,69311.9,69307.8,69311.9,2.21,2024-06-10 09:31:54,100.0,100.0,100.0,100.0,69308.85264839581,False,False,Hold,69301.2,69277.65,98.45559845562015,12,10,46.10000000000582,46.10000000000582,493.0718471252476,-10205.23923827568,461.99999999953434,799.9999998719431,238.00000000046566,-2500.0
21,2024-06-10 09:31:55,69311.9,69311.9,69311.8,69311.9,0.841,2024-06-10 09:31:55,100.0,100.0,100.0,100.0,69310.73601526287,False,False,Hold,69305.34,69279.78,98.64603481625275,13,11,50.19999999999709,50.19999999999709,188.33668670558836,-30473.516041965922,413.9999999999418,-4799.999999959255,213.00000000046566,-2500.0
22,2024-06-10 09:31:56,69311.8,69315.8,69311.8,69315.8,12.125,2024-06-10 09:31:56,100.0,100.0,100.0,100.0,69313.86572994893,False,False,Hold,69309.78,69281.81999999999,98.73873873874398,14,12,50.10000000000582,50.10000000000582,312.9714686059742,12463.478190038586,444.00000000023283,3000.000000029104,203.99999999935972,-900.0000001105946
23,2024-06-10 09:31:57,69315.7,69319.3,69315.7,69319.2,4.644,2024-06-10 09:31:57,99.8344370860831,99.94481236202769,99.94481236202769,99.98160412067591,69317.16249014565,False,False,Hold,69313.28,69284.05,98.81154499151586,15,13,54.0,54.0,329.676019672479,1670.4551066504791,350.0,-9400.000000023283,223.00000000104774,1900.0000001688022
24,2024-06-10 09:31:58,69319.3,69319.3,69319.2,69319.3,0.955,2024-06-10 09:31:58,100.0,99.94481236202769,99.94481236202769,99.96320824135181,69318.48354388693,False,False,Hold,69315.62,69286.935,100.0,16,14,57.60000000000582,57.60000000000582,132.1053741281503,-19757.064554432873,233.99999999965075,-11600.000000034925,288.49999999947613,6549.999999842839
25,2024-06-10 09:31:59,69319.3,69321.0,69319.2,69320.9,1.182,2024-06-10 09:31:59,99.80732177262846,99.88058628623719,99.88058628623719,99.92340367009753,69319.97699589713,True,False,Sell,69317.42,69289.9,100.0,0,15,0.0,57.60000000000582,149.34520101960516,1723.9826891454868,180.00000000029104,-5399.999999935972,296.49999999965075,800.0000000174623
26,2024-06-10 09:32:00,69320.9,69321.0,69318.2,69318.2,7.425,2024-06-10 09:32:00,93.99141630900738,97.93291269387862,97.93291269387862,99.25277044738117,69318.87875203483,False,True,Buy,69318.68000000001,69292.725,94.50101832994385,1,0,1.5999999999912689,0.0,-109.82438623032067,-25916.958724992583,126.00000000093132,-5399.999999935972,282.50000000116415,-1399.99999984866
27,2024-06-10 09:32:01,69318.3,69318.3,69318.2,69318.2,0.389,2024-06-10 09:32:01,93.17073170730997,95.6564899296486,95.65648992964861,97.82332963658814,69318.45926020737,False,False,Hold,69319.16,69295.55500000001,93.82151029748908,2,1,-1.0,-2.599999999991269,-41.94918274588417,6787.52034844365,47.999999999592546,-7800.000000133878,283.0000000001746,49.999999901046976
28,2024-06-10 09:32:02,69318.3,69321.0,69318.2,69320.9,5.164000000000001,2024-06-10 09:32:02,99.71509971508318,95.62574924380017,95.62574924380017,96.40505062244249,69319.9677203569,False,False,Hold,69319.5,69298.51499999998,93.47826086957133,3,2,-1.0,-2.599999999991269,150.8460149532766,19279.519769916078,33.999999999650754,-1399.9999999941792,295.9999999977299,1299.9999997555278
29,2024-06-10 09:32:03,69321.0,69323.6,69321.0,69323.6,3.927,2024-06-10 09:32:03,100.0,97.62861047413105,97.62861047413105,96.3036165491933,69322.21259263299,False,False,Hold,69320.36,69301.61,93.28358208955899,4,3,1.6999999999970896,0.10000000000582077,224.48722760891542,7364.121265563881,86.00000000005821,5200.000000040745,309.5000000015716,1350.0000003841706
30,2024-06-10 09:32:04,69323.5,69329.9,69323.5,69329.9,18.349,2024-06-10 09:32:04,100.0,99.90503323836106,99.90503323836106,97.71979765209744,69326.96367167117,False,False,Hold,69322.16,69305.055,93.87755102041355,5,4,4.19999999999709,2.6000000000058208,475.1079038178432,25062.067620892776,180.00000000029104,9400.000000023283,344.4999999992433,3499.9999997671694
31,2024-06-10 09:32:05,69329.9,69333.2,69329.8,69333.2,6.22,2024-06-10 09:32:05,100.0,100.0,100.0,99.17788123749737,69330.81793454339,False,False,Hold,69325.15999999999,69308.26,94.00000000000453,6,5,10.599999999991269,9.0,385.42628722207155,-8968.161659577163,299.9999999985448,11999.999999825377,320.5000000001746,-2399.9999999068677
32,2024-06-10 09:32:06,69333.2,69344.7,69333.2,69344.7,12.088,2024-06-10 09:32:06,100.0,100.0,100.0,99.96834441278702,69339.39752282962,False,False,Hold,69330.45999999999,69311.77,94.42148760331114,7,6,13.89999999999418,12.30000000000291,857.9588286229409,47253.25414008694,530.000000000291,23000.000000174623,351.0000000009313,3050.00000007567
33,2024-06-10 09:32:07,69344.7,69349.3,69344.7,69349.3,6.746999999999999,2024-06-10 09:32:07,100.0,100.0,100.0,100.0,69345.51759029373,False,False,Hold,69336.13999999998,69315.23999999999,94.26751592357199,8,7,25.39999999999418,23.80000000000291,612.0067464114982,-24595.208221144276,567.9999999993015,3799.999999901047,346.9999999986612,-400.0000002270099
34,2024-06-10 09:32:08,69349.3,69349.3,69349.2,69349.3,2.439,2024-06-10 09:32:08,100.0,100.0,100.0,100.0,69347.85524805158,False,False,Hold,69341.28,69318.45999999999,93.69158878505395,9,8,30.0,28.40000000000873,233.76577578455908,-37824.09706269391,514.000000001397,-5399.999999790452,322.0000000001164,-2499.999999854481
35,2024-06-10 09:32:09,69349.3,69350.0,69349.3,69350.0,2.355,2024-06-10 09:32:09,100.0,100.0,100.0,100.0,69349.18077765314,False,False,Hold,69345.3,69321.51999999999,93.79310344828255,10,9,30.0,28.40000000000873,132.55296015558997,-10121.281562896911,402.00000000040745,-11200.000000098953,305.99999999976717,-1600.0000000349246
36,2024-06-10 09:32:10,69349.9,69353.1,69349.9,69353.0,22.556,2024-06-10 09:32:10,99.73262032084011,99.91087344028004,99.91087344028004,99.97029114676002,69351.54118687409,False,False,Hold,69349.26000000001,69324.61,93.66197183099145,11,10,30.59999999999127,29.0,236.04092209570808,10348.796194011811,396.0000000006403,-599.9999999767169,309.00000000110595,300.0000001338776
37,2024-06-10 09:32:11,69353.1,69358.1,69353.0,69358.1,1.026,2024-06-10 09:32:11,100.0,99.91087344028004,99.91087344028004,99.94058229352004,69355.59475631177,False,False,Hold,69351.94,69327.83499999999,93.90519187359614,12,11,33.80000000000291,32.20000000001164,405.3569437674014,16931.60216716933,267.9999999993015,-12800.000000133878,322.4999999991269,1349.999999802094
38,2024-06-10 09:32:12,69358.2,69365.0,69358.2,69365.0,3.955,2024-06-10 09:32:12,100.0,99.91087344028004,99.91087344028004,99.91087344028004,69361.40751658357,False,False,Hold,69355.08,69331.0,94.71624266145294,13,12,38.89999999999418,37.30000000000291,581.276027180138,17591.908341273665,313.9999999999418,4600.000000064028,316.5000000008149,-599.9999998311978
39,2024-06-10 09:32:13,69365.1,69371.5,69365.0,69371.5,2.622,2024-06-10 09:32:13,100.0,100.0,100.0,99.94058229352002,69367.64501436581,True,False,Sell,69359.51999999999,69334.19499999999,95.17857142857663,0,13,0.0,44.20000000001164,623.7497782247374,4247.375104459934,443.99999999877764,12999.999999883585,319.4999999992433,299.9999998428393
40,2024-06-10 09:32:14,69371.5,69371.5,69371.4,69371.4,1.607,2024-06-10 09:32:14,99.8123827392011,99.93746091306703,99.93746091306703,99.94944478444903,69369.965723115,False,False,Hold,69363.8,69337.17,99.81273408238613,1,14,6.399999999994179,50.60000000000582,232.07087491900893,-39167.890330572845,428.0000000013388,-1599.9999997438863,297.5000000005821,-2199.9999998661224
41,2024-06-10 09:32:15,69371.5,69371.5,69361.3,69361.4,10.176,2024-06-10 09:32:15,81.05065666040286,93.62101313320132,93.62101313320132,97.85282468208943,69364.6718150917,False,True,Buy,69365.48,69339.645,84.06940063090784,2,0,6.399999999994179,0.0,-529.3908023304539,-76146.16772494628,167.9999999993015,-26000.000000203727,247.50000000058208,-5000.0
42,2024-06-10 09:32:16,69361.4,69361.4,69361.3,69361.4,2.122,2024-06-10 09:32:16,79.99999999998847,86.95434646653081,86.95434646653082,93.5042735042664,69362.64972216012,False,False,Hold,69366.14,69341.925,83.36079077429343,3,1,-3.7000000000116415,-10.10000000000582,-202.20929315837566,32718.150917207822,66.00000000034925,-10199.999999895226,227.99999999988358,-1950.0000000698492
43,2024-06-10 09:32:17,69361.3,69369.6,69361.3,69369.6,2.292,2024-06-10 09:32:17,96.0416666666788,85.69744110902337,85.69744110902339,88.75760023625185,69366.94523009642,True,False,Sell,69367.06,69344.445,84.74320241691231,0,2,0.0,-10.19999999999709,429.5507936301874,63176.008678856306,91.99999999982538,2599.999999947613,252.00000000040745,2400.000000052387
44,2024-06-10 09:32:18,69369.6,69369.6,69362.0,69362.0,5.278,2024-06-10 09:32:18,77.21822541966267,84.41996402877665,84.41996402877665,85.6905838681103,69363.88890981465,False,False,Hold,69365.16,69346.58,73.77777777777183,1,3,8.30000000000291,-1.8999999999941792,-305.63202817720594,-73518.28218073933,-189.99999999941792,-28199.99999992433,213.49999999947613,-3850.0000000931323
45,2024-06-10 09:32:19,69362.0,69362.0,69361.9,69362.0,0.67,2024-06-10 09:32:19,75.19582245430998,82.81857151355048,82.81857151355048,84.31199221711684,69362.7214993475,False,False,Hold,69363.28,69348.63500000001,72.4299065420492,2,4,0.6999999999970896,-9.5,-116.74104671401437,18889.098146319157,-188.00000000046566,199.9999998952262,205.5000000007567,-799.9999998719431
46,2024-06-10 09:32:20,69362.0,69362.0,69361.9,69361.9,11.781,2024-06-10 09:32:20,64.17910447759411,72.19771745052226,72.19771745052225,79.8120843309498,69362.21378482901,False,False,Hold,69363.38,69350.81999999999,66.28787878786616,3,5,0.6999999999970896,-9.5,-50.77145184914116,6596.959486487322,10.000000000582077,19800.000000104774,218.49999999831198,1299.9999997555278
47,2024-06-10 09:32:21,69361.3,69361.3,69359.5,69359.5,0.475,2024-06-10 09:32:21,46.18834080718191,61.85442257969533,61.85442257969533,72.29023718125602,69360.53657356653,False,False,Hold,69363.0,69352.885,60.07905138339228,4,6,0.0,-10.19999999999709,-167.72112624894362,-11694.967439980246,-38.00000000046566,-4800.000000104774,206.50000000023283,-1199.9999998079147
48,2024-06-10 09:32:22,69359.6,69359.6,69359.5,69359.5,0.404,2024-06-10 09:32:22,45.94594594593886,52.10446374357162,52.10446374357162,62.05220125792973,69359.89593587058,False,False,Hold,69360.98000000001,69354.815,60.07905138339228,5,7,-1.6999999999970896,-11.89999999999418,-64.06376959494082,10365.73566540028,-201.99999999895226,-16399.99999984866,193.0000000007567,-1349.999999947613
49,2024-06-10 09:32:23,69359.3,69359.3,69359.2,69359.3,0.731,2024-06-10 09:32:23,43.51851851854721,45.21760175722266,45.21760175722266,53.0588293601632,69359.52762724744,False,False,Hold,69360.44,69356.6,59.28143712574763,6,8,-2.0,-12.19999999999709,-36.83086231321795,2723.2907281722873,-54.00000000081491,14799.999999813735,178.50000000034925,-1450.0000000407454
50,2024-06-10 09:32:24,69359.3,69359.3,69341.5,69341.6,7.928999999999999,2024-06-10 09:32:24,0.3333333333527359,29.93259926594627,29.93259926594627,42.41822158891352,69348.44774427089,False,False,Hold,69356.36000000002,69357.185,41.203703703710566,7,9,-2.0,-12.19999999999709,-1107.9882976555382,-107115.74353423202,-407.99999999871943,-35399.99999979045,58.49999999918509,-12000.000000116415
51,2024-06-10 09:32:25,69341.6,69341.6,69334.7,69334.7,0.684,2024-06-10 09:32:25,0.0,14.617283950633315,14.617283950633315,29.922494991267413,69339.95117104283,False,False,Hold,69350.92,69357.26000000001,32.432432432431256,8,10,-19.69999999999709,-29.89999999999418,-849.6573228054331,25833.097485010512,-544.000000001688,-13600.000000296859,7.500000001164153,-5099.999999802094
52,2024-06-10 09:32:26,69334.4,69334.5,69330.0,69330.1,0.7120000000000001,2024-06-10 09:32:26,0.2409638554357127,0.1914323962628162,0.1914323962628162,14.913771870947466,69333.86281250938,False,False,Hold,69345.04000000001,69356.53,22.8615863141643,9,11,-26.90000000000873,-37.10000000000582,-608.8358533452265,24082.146946020657,-587.9999999990105,-4399.999999732245,-73.00000000104774,-8050.000000221189
53,2024-06-10 09:32:27,69330.0,69330.0,69324.6,69324.7,2.184,2024-06-10 09:32:27,0.21321961618610077,0.1513944905406045,0.1513944905406045,4.9867036124789115,69328.19988294604,False,False,Hold,69338.08,69355.3,12.974683544316832,10,12,-31.30000000000291,-41.5,-566.2929563346552,4254.289701057132,-696.0000000006403,-10800.000000162981,-122.99999999959255,-4999.999999854481
54,2024-06-10 09:32:28,69324.7,69324.7,69324.6,69324.6,0.084,2024-06-10 09:32:28,0.0,0.1513944905406045,0.1513944905406045,0.16474045911467505,69325.97503292987,False,True,Buy,69331.14,69354.065,12.97468354431983,11,0,-36.60000000000582,0.0,-222.4850016165874,34380.79547180678,-694.0000000002328,200.00000004074536,-123.50000000005821,-50.00000004656613
55,2024-06-10 09:32:29,69324.7,69324.7,69324.7,69324.7,0.241,2024-06-10 09:32:29,0.22222222220281967,0.14514727946297348,0.14514727946297348,0.14931208684806083,69325.18701924244,False,False,Hold,69327.76,69352.8,15.57223264540798,12,1,-36.60000000000582,0.0,-78.8013687430066,14368.36328735808,-338.00000000046566,35599.99999997672,-126.49999999994179,-299.99999998835847
56,2024-06-10 09:32:30,69324.7,69324.7,69324.6,69324.7,1.7879999999999998,2024-06-10 09:32:30,0.22222222220281967,0.14814814813521313,0.14814814813521313,0.14822997271293037,69324.88602479744,True,False,Sell,69325.76000000001,69351.385,15.57223264540798,0,2,0.0,0.0,-30.099444500228856,4870.192424277775,-199.9999999985448,13800.000000192085,-141.5000000008149,-1500.0000000873115
57,2024-06-10 09:32:31,69324.6,69324.7,69324.6,69324.7,0.1359999999999999,2024-06-10 09:32:31,0.22222222220281967,0.22222222220281967,0.22222222220281967,0.1718392166003354,69324.77105514987,False,False,Hold,69324.68,69349.715,0.2217294900028577,1,3,-0.09999999999126885,-0.09999999999126885,-11.49696475622477,1860.2479744004086,-108.00000000162981,9199.9999996915,-166.99999999982538,-2549.999999901047
58,2024-06-10 09:32:32,69324.6,69324.6,69318.7,69318.8,5.352,2024-06-10 09:32:32,0.23094688223051743,0.22513044221205225,0.22513044221205225,0.19850027085002833,69321.08074011856,False,False,Hold,69323.5,69347.405,0.23041474652376337,2,4,-0.09999999999126885,-0.09999999999126885,-369.0315031315549,-35753.453837533016,-117.99999999930151,-999.9999997671694,-230.99999999976717,-6399.999999994179
59,2024-06-10 09:32:33,69318.7,69318.8,69318.7,69318.8,0.104,2024-06-10 09:32:33,0.23094688223051743,0.22803866222128485,0.22803866222128485,0.22513044221205225,69319.67116520579,False,False,Hold,69322.34,69344.76999999999,0.23041474652376337,3,5,-6.0,-6.0,-140.9574912773678,22807.401185418712,-116.00000000034925,199.9999998952262,-263.5000000009313,-3250.0000001164153
60,2024-06-10 09:32:34,69318.7,69318.7,69312.9,69313.0,1.515,2024-06-10 09:32:34,0.206611570259923,0.22283511157365263,0.22283511157365263,0.2253347386689966,69315.54815836405,False,True,Buy,69320.0,69341.85,0.20366598776234923,4,0,-6.0,0.0,-412.3006841735332,-27134.319289616542,-233.99999999965075,-11799.99999993015,-291.9999999983702,-2849.9999997438863
61,2024-06-10 09:32:35,69312.9,69316.0,69312.9,69316.0,4.07,2024-06-10 09:32:35,6.638115631702458,2.3585580280642997,2.3585580280642997,0.9364772672864125,69315.8274118526,False,False,Hold,69318.26000000001,69339.57999999999,6.237424547268333,5,1,-11.80000000000291,-5.80000000000291,27.92534885520581,44022.603302873904,-173.99999999906868,6000.000000058208,-227.00000000186265,6499.999999650754
62,2024-06-10 09:32:36,69316.5,69325.0,69316.5,69325.0,1.877,2024-06-10 09:32:36,26.07758620690419,10.97410446962219,10.97410446962219,4.518499203086715,69321.4963830925,False,False,Hold,69318.32,69337.76,20.61328790459092,6,2,-8.19999999999709,-2.1999999999970896,566.8971239894745,53897.17751342687,5.999999999767169,17999.999999883585,-181.9999999992433,4500.0000002619345
63,2024-06-10 09:32:37,69325.0,69325.1,69325.0,69325.1,0.317,2024-06-10 09:32:37,26.293103448296005,19.669601762300886,19.669601762300886,11.000754753329126,69323.72354082378,False,False,Hold,69319.58,69335.535,20.81911262798448,7,3,0.3000000000029104,6.30000000000291,222.71577312785666,-34418.13508616178,125.99999999947613,11999.999999970896,-222.49999999912689,-4049.9999999883585
64,2024-06-10 09:32:38,69325.0,69325.1,69325.0,69325.1,0.522,2024-06-10 09:32:38,42.508710801417045,31.626466818872412,31.626466818872412,20.756724350265163,69324.57423937881,False,False,Hold,69320.84,69333.68999999999,29.828850855742843,8,4,0.3000000000029104,6.30000000000291,85.06985550338868,-13764.591762446798,125.99999999947613,0.0,-184.5000000015716,3799.999999755528
65,2024-06-10 09:32:39,69325.0,69325.1,69325.0,69325.1,0.045,2024-06-10 09:32:39,56.481481481520156,41.76109857707774,41.76109857707774,31.01905571941701,69324.89917731266,False,False,Hold,69323.26,69331.845,35.88235294118326,9,5,0.3000000000029104,6.30000000000291,32.49379338521976,-5257.606211816892,241.99999999982538,11600.000000034925,-184.49999999866122,2.9103830456733704e-07
66,2024-06-10 09:32:40,69325.0,69327.1,69325.0,69327.1,3.696,2024-06-10 09:32:40,83.04093567255443,60.67704265183054,60.67704265183054,44.68820268259356,69326.25936053666,False,False,Hold,69325.48000000001,69330.10500000001,45.22292993630485,10,6,0.3000000000029104,6.30000000000291,136.01832239946816,10352.45290142484,222.0000000015716,-1999.999999825377,-173.99999999906868,1049.9999999592546
67,2024-06-10 09:32:41,69327.1,69346.2,69327.1,69346.2,6.894,2024-06-10 09:32:41,100.0,79.84080571802485,79.84080571802485,60.75964898231104,69338.5833534824,False,False,Hold,69329.72,69329.44,73.8359201773959,11,7,2.400000000008731,8.400000000008731,1232.3992945748614,109638.09721753933,423.9999999990687,20199.999999749707,-66.50000000081491,10749.999999825377
68,2024-06-10 09:32:42,69346.3,69347.6,69346.3,69347.6,6.283,2024-06-10 09:32:42,100.0,94.34697855751814,94.34697855751814,78.28827564245785,69344.15594749483,False,False,Hold,69334.22,69328.845,74.7844827586238,12,8,21.60000000000582,27.60000000000582,557.2594012424815,-67513.98933323799,450.0,2600.0000000931323,-59.500000000116415,700.0000000698492
69,2024-06-10 09:32:43,69347.6,69347.6,69347.6,69347.6,0.002,2024-06-10 09:32:43,100.0,100.0,100.0,91.39592809184767,69346.28448900206,False,False,Hold,69338.72,69328.26,74.73002159828002,13,9,22.90000000000873,28.90000000000873,212.85415072343312,-34440.52505190484,450.0,0.0,-58.500000000640284,99.9999999476131
70,2024-06-10 09:32:44,69347.6,69347.6,69347.5,69347.6,0.422,2024-06-10 09:32:44,100.0,100.0,100.0,98.11565951917271,69347.09751951137,False,False,Hold,69343.22,69328.56000000001,74.73002159828002,14,10,22.90000000000873,28.90000000000873,81.3030509307282,-13155.109979270492,450.0,0.0,30.00000000174623,8850.000000238651
71,2024-06-10 09:32:45,69347.6,69347.6,69347.5,69347.6,1.089,2024-06-10 09:32:45,100.0,100.0,100.0,100.0,69347.40806953203,False,False,Hold,69347.31999999999,69329.20499999999,74.73002159828002,15,11,22.90000000000873,28.90000000000873,31.05500206584111,-5024.80488648871,409.9999999991269,-4000.0000000873115,64.49999999749707,3449.999999575084
