Timestamp,Open,High,Low,Close
2024-05-29 02:15:13,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:14,67939.08,67939.09,67939.08,67939.08
2024-05-29 02:15:15,67939.09,67939.09,67939.08,67939.09
2024-05-29 02:15:16,67939.08,67939.09,67939.08,67939.09
2024-05-29 02:15:17,67939.08,67939.09,67939.08,67939.08
2024-05-29 02:15:18,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:19,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:20,,,,
2024-05-29 02:15:21,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:22,67939.08,67939.09,67939.08,67939.09
2024-05-29 02:15:23,67939.08,67939.09,67939.08,67939.09
2024-05-29 02:15:24,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:25,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:26,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:27,67939.08,67939.09,67939.08,67939.08
2024-05-29 02:15:28,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:29,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:30,67939.08,67939.09,67939.08,67939.09
2024-05-29 02:15:31,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:32,,,,
2024-05-29 02:15:33,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:34,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:35,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:36,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:37,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:38,67939.08,67939.09,67939.08,67939.09
2024-05-29 02:15:39,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:40,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:41,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:42,,,,
2024-05-29 02:15:43,67939.08,67939.09,67939.08,67939.09
2024-05-29 02:15:44,67939.09,67939.09,67939.09,67939.09
2024-05-29 02:15:45,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:46,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:47,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:48,67939.08,67939.08,67939.08,67939.08
2024-05-29 02:15:49,67939.09,67939.09,67939.08,67939.08
2024-05-29 02:15:50,67939.09,67942.14,67939.09,67942.14
2024-05-29 02:15:51,67942.14,67942.15,67942.14,67942.15
2024-05-29 02:15:52,,,,
2024-05-29 02:15:53,,,,
2024-05-29 02:15:54,67942.14,67942.14,67942.14,67942.14
2024-05-29 02:15:55,,,,
2024-05-29 02:15:56,67942.14,67942.14,67942.14,67942.14
2024-05-29 02:15:57,67942.15,67942.15,67942.14,67942.14
2024-05-29 02:15:58,67942.15,67942.15,67942.15,67942.15
2024-05-29 02:15:59,67942.14,67942.15,67942.14,67942.14
2024-05-29 02:16:00,67942.14,67945.83,67942.14,67945.83
2024-05-29 02:16:01,67945.83,67945.83,67945.83,67945.83
2024-05-29 02:16:02,67945.83,67945.84,67945.83,67945.83
2024-05-29 02:16:03,67945.83,67945.84,67945.83,67945.84
2024-05-29 02:16:04,67945.84,67945.84,67945.83,67945.83
2024-05-29 02:16:05,67945.84,67945.84,67945.84,67945.84
2024-05-29 02:16:06,67945.84,67945.84,67945.83,67945.83
2024-05-29 02:16:07,67945.84,67945.84,67945.83,67945.83
2024-05-29 02:16:08,67945.83,67945.84,67945.83,67945.84
2024-05-29 02:16:09,,,,
2024-05-29 02:16:10,67945.84,67945.84,67945.84,67945.84
2024-05-29 02:16:11,67945.84,67945.84,67945.84,67945.84
2024-05-29 02:16:12,67945.84,67945.84,67945.84,67945.84
2024-05-29 02:16:13,67945.83,67945.83,67945.83,67945.83
2024-05-29 02:16:14,67945.84,67952.85,67945.84,67952.85
2024-05-29 02:16:15,67953.46,67953.47,67953.46,67953.47
2024-05-29 02:16:16,67953.46,67953.47,67953.46,67953.46
2024-05-29 02:16:17,67953.47,67953.47,67953.46,67953.46
2024-05-29 02:16:18,67953.46,67953.46,67953.46,67953.46
2024-05-29 02:16:19,67953.47,67953.47,67953.47,67953.47
2024-05-29 02:16:20,67953.46,67953.46,67953.46,67953.46
2024-05-29 02:16:21,67953.47,67953.47,67953.47,67953.47
2024-05-29 02:16:22,67953.46,67953.47,67953.46,67953.47
2024-05-29 02:16:23,67953.46,67953.47,67953.46,67953.47
2024-05-29 02:16:24,67953.46,67953.46,67953.46,67953.46
2024-05-29 02:16:25,,,,
2024-05-29 02:16:26,67953.46,67953.46,67953.46,67953.46
2024-05-29 02:16:27,67953.47,67957.95,67953.46,67957.94
2024-05-29 02:16:28,,,,
2024-05-29 02:16:29,67957.95,67957.95,67957.94,67957.95
2024-05-29 02:16:30,67957.95,67957.95,67957.95,67957.95
2024-05-29 02:16:31,67957.95,67963.91,67957.95,67963.9
2024-05-29 02:16:32,67963.9,67963.91,67963.9,67963.9
2024-05-29 02:16:33,,,,
2024-05-29 02:16:34,67963.91,67963.91,67963.9,67963.9
2024-05-29 02:16:35,67963.9,67963.9,67963.9,67963.9
2024-05-29 02:16:36,67963.9,67963.91,67963.9,67963.91
2024-05-29 02:16:37,67963.91,67963.91,67963.9,67963.91
2024-05-29 02:16:38,67963.91,67965.0,67963.91,67965.0
2024-05-29 02:16:39,67965.0,67965.0,67965.0,67965.0
