Timestamp,Open,High,Low,Close,Volume
2024-06-10 09:31:34,69264.4,69264.4,69264.3,69264.3,1.442
2024-06-10 09:31:35,69264.4,69269.3,69264.3,69269.3,1.283
2024-06-10 09:31:36,69269.4,69275.1,69269.4,69275.0,1.324
2024-06-10 09:31:37,69275.1,69286.8,69274.6,69274.6,18.744
2024-06-10 09:31:38,69274.6,69274.7,69258.3,69261.6,30.871
2024-06-10 09:31:39,69261.6,69261.7,69261.6,69261.6,0.5770000000000001
2024-06-10 09:31:40,69261.7,69261.7,69261.7,69261.7,0.08600000000000001
2024-06-10 09:31:41,69261.7,69261.7,69261.6,69261.6,0.683
2024-06-10 09:31:42,69261.7,69261.7,69261.6,69261.7,1.49
2024-06-10 09:31:43,69261.7,69261.7,69261.6,69261.7,0.123
2024-06-10 09:31:44,69261.7,69261.7,69261.0,69261.0,5.6930000000000005
2024-06-10 09:31:45,69260.9,69269.6,69258.9,69269.1,11.222
2024-06-10 09:31:46,69269.2,69274.5,69269.1,69274.5,1.1079999999999999
2024-06-10 09:31:47,69274.4,69280.0,69274.4,69279.9,1.217
2024-06-10 09:31:48,69280.0,69284.9,69280.0,69284.9,0.823
2024-06-10 09:31:49,69285.9,69288.9,69285.9,69288.8,2.044
2024-06-10 09:31:50,69288.8,69291.2,69288.8,69291.2,0.995
2024-06-10 09:31:51,69291.2,69293.6,69291.2,69293.6,1.751
2024-06-10 09:31:52,69293.7,69301.7,69293.7,69301.7,2.13
2024-06-10 09:31:53,69301.7,69307.6,69301.7,69307.6,1.776
2024-06-10 09:31:54,69307.8,69311.9,69307.8,69311.9,2.21
2024-06-10 09:31:55,69311.9,69311.9,69311.8,69311.9,0.841
2024-06-10 09:31:56,69311.8,69315.8,69311.8,69315.8,12.125
2024-06-10 09:31:57,69315.7,69319.3,69315.7,69319.2,4.644
2024-06-10 09:31:58,69319.3,69319.3,69319.2,69319.3,0.9550000000000001
2024-06-10 09:31:59,69319.3,69321.0,69319.2,69320.9,1.182
2024-06-10 09:32:00,69320.9,69321.0,69318.2,69318.2,7.425
2024-06-10 09:32:01,69318.3,69318.3,69318.2,69318.2,0.389
2024-06-10 09:32:02,69318.3,69321.0,69318.2,69320.9,5.164000000000001
2024-06-10 09:32:03,69321.0,69323.6,69321.0,69323.6,3.927
2024-06-10 09:32:04,69323.5,69329.9,69323.5,69329.9,18.349
2024-06-10 09:32:05,69329.9,69333.2,69329.8,69333.2,6.22
2024-06-10 09:32:06,69333.2,69344.7,69333.2,69344.7,12.088
2024-06-10 09:32:07,69344.7,69349.3,69344.7,69349.3,6.746999999999999
2024-06-10 09:32:08,69349.3,69349.3,69349.2,69349.3,2.439
2024-06-10 09:32:09,69349.3,69350.0,69349.3,69350.0,2.355
2024-06-10 09:32:10,69349.9,69353.1,69349.9,69353.0,22.556
2024-06-10 09:32:11,69353.1,69358.1,69353.0,69358.1,1.026
2024-06-10 09:32:12,69358.2,69365.0,69358.2,69365.0,3.9549999999999996
2024-06-10 09:32:13,69365.1,69371.5,69365.0,69371.5,2.622
2024-06-10 09:32:14,69371.5,69371.5,69371.4,69371.4,1.607
2024-06-10 09:32:15,69371.5,69371.5,69361.3,69361.4,10.176
2024-06-10 09:32:16,69361.4,69361.4,69361.3,69361.4,2.122
2024-06-10 09:32:17,69361.3,69369.6,69361.3,69369.6,2.292
2024-06-10 09:32:18,69369.6,69369.6,69362.0,69362.0,5.278
2024-06-10 09:32:19,69362.0,69362.0,69361.9,69362.0,0.67
2024-06-10 09:32:20,69362.0,69362.0,69361.9,69361.9,11.781
2024-06-10 09:32:21,69361.3,69361.3,69359.5,69359.5,0.475
2024-06-10 09:32:22,69359.6,69359.6,69359.5,69359.5,0.404
2024-06-10 09:32:23,69359.3,69359.3,69359.2,69359.3,0.731
2024-06-10 09:32:24,69359.3,69359.3,69341.5,69341.6,7.928999999999999
2024-06-10 09:32:25,69341.6,69341.6,69334.7,69334.7,0.684
2024-06-10 09:32:26,69334.4,69334.5,69330.0,69330.1,0.7120000000000001
2024-06-10 09:32:27,69330.0,69330.0,69324.6,69324.7,2.184
2024-06-10 09:32:28,69324.7,69324.7,69324.6,69324.6,0.084
2024-06-10 09:32:29,69324.7,69324.7,69324.7,69324.7,0.241
2024-06-10 09:32:30,69324.7,69324.7,69324.6,69324.7,1.7879999999999998
2024-06-10 09:32:31,69324.6,69324.7,69324.6,69324.7,0.13599999999999998
2024-06-10 09:32:32,69324.6,69324.6,69318.7,69318.8,5.352
2024-06-10 09:32:33,69318.7,69318.8,69318.7,69318.8,0.10400000000000001
2024-06-10 09:32:34,69318.7,69318.7,69312.9,69313.0,1.5150000000000001
2024-06-10 09:32:35,69312.9,69316.0,69312.9,69316.0,4.07
2024-06-10 09:32:36,69316.5,69325.0,69316.5,69325.0,1.877
2024-06-10 09:32:37,69325.0,69325.1,69325.0,69325.1,0.317
2024-06-10 09:32:38,69325.0,69325.1,69325.0,69325.1,0.522
2024-06-10 09:32:39,69325.0,69325.1,69325.0,69325.1,0.045
2024-06-10 09:32:40,69325.0,69327.1,69325.0,69327.1,3.6959999999999997
2024-06-10 09:32:41,69327.1,69346.2,69327.1,69346.2,6.894
2024-06-10 09:32:42,69346.3,69347.6,69346.3,69347.6,6.283
2024-06-10 09:32:43,69347.6,69347.6,69347.6,69347.6,0.002
2024-06-10 09:32:44,69347.6,69347.6,69347.5,69347.6,0.42200000000000004
2024-06-10 09:32:45,69347.6,69347.6,69347.5,69347.6,1.089
2024-06-10 09:32:46,69347.6,69347.6,69347.5,69347.5,2.0789999999999997
2024-06-10 09:32:47,69347.6,69347.6,69340.0,69340.0,2.178
2024-06-10 09:32:48,69340.1,69346.0,69340.0,69346.0,1.908
2024-06-10 09:32:49,69346.2,69347.5,69346.2,69347.5,1.078
2024-06-10 09:32:50,69347.5,69347.5,69347.4,69347.4,0.7210000000000001
2024-06-10 09:32:51,69347.5,69347.5,69347.4,69347.4,0.235
2024-06-10 09:32:52,69347.5,69347.5,69347.4,69347.5,0.149
2024-06-10 09:32:53,69347.4,69347.5,69347.4,69347.5,0.237
2024-06-10 09:32:54,69347.5,69347.5,69347.4,69347.5,1.6099999999999999
2024-06-10 09:32:55,69347.5,69347.5,69347.4,69347.4,0.146
2024-06-10 09:32:56,69347.4,69347.5,69347.4,69347.5,2.824
2024-06-10 09:32:57,69347.4,69347.5,69347.4,69347.5,0.367
2024-06-10 09:32:58,69347.5,69347.5,69347.4,69347.5,0.46399999999999997
2024-06-10 09:32:59,69347.5,69349.9,69347.5,69349.9,6.031
2024-06-10 09:33:00,69349.9,69350.0,69349.9,69349.9,1.437
2024-06-10 09:33:01,69350.0,69350.0,69349.9,69350.0,1.1079999999999999
2024-06-10 09:33:02,69349.9,69350.0,69349.9,69349.9,0.201
2024-06-10 09:33:03,69350.0,69350.0,69349.9,69349.9,0.256
2024-06-10 09:33:04,69349.9,69350.0,69347.9,69348.0,6.122000000000001
2024-06-10 09:33:05,69348.0,69348.0,69347.9,69347.9,1.143
2024-06-10 09:33:06,69347.9,69348.0,69347.9,69348.0,0.082
2024-06-10 09:33:07,69348.0,69348.0,69347.9,69347.9,0.16
2024-06-10 09:33:08,69348.0,69348.0,69347.9,69347.9,1.162
2024-06-10 09:33:09,69348.0,69348.0,69348.0,69348.0,0.152
2024-06-10 09:33:10,69348.0,69348.0,69347.9,69348.0,2.65
2024-06-10 09:33:11,69347.9,69349.2,69347.9,69349.2,1.161
2024-06-10 09:33:12,69349.6,69356.3,69349.6,69356.3,23.797
2024-06-10 09:33:13,69356.2,69358.8,69356.2,69358.7,0.21
2024-06-10 09:33:14,69358.7,69365.1,69358.7,69364.8,7.1000000000000005
2024-06-10 09:33:15,69364.8,69366.5,69364.8,69366.5,0.179
2024-06-10 09:33:16,69366.5,69370.0,69366.4,69370.0,4.663
2024-06-10 09:33:17,69370.0,69380.1,69369.9,69380.1,56.798
2024-06-10 09:33:18,69380.2,69381.1,69380.2,69381.1,0.366
2024-06-10 09:33:19,69381.1,69381.1,69376.1,69376.1,16.404
2024-06-10 09:33:20,69376.0,69376.1,69376.0,69376.1,4.779
2024-06-10 09:33:21,69376.0,69376.1,69376.0,69376.1,1.059
2024-06-10 09:33:22,69376.1,69376.1,69366.5,69366.5,5.992999999999999
2024-06-10 09:33:23,69366.6,69366.6,69366.5,69366.6,5.146
2024-06-10 09:33:24,69366.5,69366.5,69353.1,69353.1,4.617
2024-06-10 09:33:25,69352.7,69352.7,69346.5,69346.5,3.347
2024-06-10 09:33:26,69346.1,69346.2,69346.1,69346.1,0.095
2024-06-10 09:33:27,69346.2,69346.2,69346.1,69346.1,0.09
2024-06-10 09:33:28,69346.2,69346.2,69346.1,69346.2,0.14
2024-06-10 09:33:29,69346.1,69346.2,69339.1,69339.2,7.113
2024-06-10 09:33:30,69339.1,69339.1,69337.0,69337.1,0.334
2024-06-10 09:33:31,69337.0,69337.0,69325.8,69325.8,3.4130000000000003
2024-06-10 09:33:32,69325.9,69325.9,69325.8,69325.9,0.165
2024-06-10 09:33:33,69325.9,69329.3,69325.9,69329.3,3.3909999999999996
2024-06-10 09:33:34,69329.5,69329.5,69329.5,69329.5,0.371
2024-06-10 09:33:35,69329.6,69329.6,69329.5,69329.6,0.344
2024-06-10 09:33:36,69329.6,69329.6,69329.5,69329.6,0.217
2024-06-10 09:33:37,69329.6,69329.6,69329.6,69329.6,1.173
2024-06-10 09:33:38,69329.5,69329.6,69329.5,69329.6,0.364
2024-06-10 09:33:39,69329.6,69329.6,69329.6,69329.6,0.638
2024-06-10 09:33:40,69329.6,69329.6,69329.5,69329.6,0.375
2024-06-10 09:33:41,69329.6,69329.6,69329.5,69329.6,1.5579999999999998
2024-06-10 09:33:42,69329.6,69330.7,69329.6,69330.7,0.999
2024-06-10 09:33:43,69330.7,69336.5,69330.7,69336.4,1.7109999999999999
2024-06-10 09:33:44,69336.5,69347.7,69336.5,69347.7,3.499
2024-06-10 09:33:45,69347.7,69354.0,69347.7,69354.0,0.452
2024-06-10 09:33:46,69353.9,69360.9,69353.9,69360.9,0.741
