Timestamp,Open,High,Low,Close
2024-05-29 01:03:28,67694.01,67694.01,67694.0,67694.01
2024-05-29 01:03:29,67694.01,67694.01,67694.0,67694.01
2024-05-29 01:03:30,67694.01,67694.01,67694.0,67694.0
2024-05-29 01:03:31,67694.01,67694.01,67694.0,67694.01
2024-05-29 01:03:32,67694.01,67694.01,67692.01,67692.01
2024-05-29 01:03:33,67692.02,67692.02,67692.02,67692.02
2024-05-29 01:03:34,67692.01,67692.01,67692.01,67692.01
2024-05-29 01:03:35,67692.02,67692.02,67682.01,67683.03
2024-05-29 01:03:36,67683.03,67683.03,67683.02,67683.02
2024-05-29 01:03:37,67683.02,67683.03,67683.02,67683.02
2024-05-29 01:03:38,67683.02,67683.02,67680.0,67680.0
2024-05-29 01:03:39,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:03:40,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:03:41,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:03:42,67680.0,67680.01,67680.0,67680.0
2024-05-29 01:03:43,67680.0,67680.01,67680.0,67680.01
2024-05-29 01:03:44,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:03:45,67680.0,67680.01,67680.0,67680.0
2024-05-29 01:03:46,67680.0,67680.01,67680.0,67680.01
2024-05-29 01:03:47,67680.01,67680.01,67680.0,67680.01
2024-05-29 01:03:48,67680.0,67680.01,67680.0,67680.0
2024-05-29 01:03:49,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:03:50,67680.01,67680.69,67680.01,67680.69
2024-05-29 01:03:51,67682.47,67683.38,67682.47,67683.38
2024-05-29 01:03:52,67683.38,67683.39,67683.38,67683.38
2024-05-29 01:03:53,67683.39,67688.0,67683.39,67688.0
2024-05-29 01:03:54,67688.0,67694.0,67688.0,67694.0
2024-05-29 01:03:55,67694.0,67701.79,67694.0,67701.79
2024-05-29 01:03:56,67701.79,67701.79,67701.79,67701.79
2024-05-29 01:03:57,67701.79,67708.0,67701.79,67708.0
2024-05-29 01:03:58,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:03:59,67708.0,67708.0,67704.57,67704.58
2024-05-29 01:04:00,67704.57,67704.58,67689.78,67689.78
2024-05-29 01:04:01,67688.24,67688.24,67686.48,67686.48
2024-05-29 01:04:02,67686.49,67686.49,67686.49,67686.49
2024-05-29 01:04:03,67686.48,67686.49,67686.48,67686.49
2024-05-29 01:04:04,67686.48,67686.49,67686.48,67686.49
2024-05-29 01:04:05,67686.48,67686.49,67686.48,67686.49
2024-05-29 01:04:06,67686.49,67686.49,67686.48,67686.49
2024-05-29 01:04:07,67686.49,67686.49,67686.49,67686.49
2024-05-29 01:04:08,67686.49,67689.87,67686.48,67689.87
2024-05-29 01:04:09,67689.87,67694.0,67689.87,67693.99
2024-05-29 01:04:10,67693.99,67694.0,67693.99,67694.0
2024-05-29 01:04:11,67694.0,67696.0,67694.0,67696.0
2024-05-29 01:04:12,67695.99,67696.0,67695.99,67696.0
2024-05-29 01:04:13,67696.0,67701.01,67696.0,67701.01
2024-05-29 01:04:14,67701.0,67701.0,67701.0,67701.0
2024-05-29 01:04:15,67701.0,67709.34,67701.0,67709.34
2024-05-29 01:04:16,67709.34,67709.34,67709.34,67709.34
2024-05-29 01:04:17,67709.4,67711.02,67709.4,67711.02
2024-05-29 01:04:18,67711.02,67711.03,67711.02,67711.03
2024-05-29 01:04:19,67711.03,67714.0,67711.02,67714.0
2024-05-29 01:04:20,67714.31,67720.0,67714.31,67720.0
2024-05-29 01:04:21,67719.99,67720.17,67719.99,67720.17
2024-05-29 01:04:22,67720.17,67720.17,67720.16,67720.16
2024-05-29 01:04:23,67720.16,67722.09,67720.16,67722.09
2024-05-29 01:04:24,67722.08,67722.1,67722.08,67722.1
2024-05-29 01:04:25,67722.68,67723.39,67722.68,67723.39
2024-05-29 01:04:26,67723.39,67733.98,67723.39,67733.98
2024-05-29 01:04:27,67734.0,67734.0,67733.99,67733.99
2024-05-29 01:04:28,67734.0,67734.0,67734.0,67734.0
2024-05-29 01:04:29,67734.0,67734.0,67733.99,67733.99
2024-05-29 01:04:30,67733.99,67733.99,67726.57,67726.57
2024-05-29 01:04:31,67726.57,67726.57,67716.42,67716.43
2024-05-29 01:04:32,67716.42,67716.42,67716.42,67716.42
2024-05-29 01:04:33,67716.43,67716.43,67716.42,67716.42
2024-05-29 01:04:34,67716.42,67716.42,67712.38,67712.38
2024-05-29 01:04:35,67712.37,67712.37,67711.02,67711.02
2024-05-29 01:04:36,67711.02,67711.02,67704.0,67704.01
2024-05-29 01:04:37,67704.0,67704.01,67704.0,67704.0
2024-05-29 01:04:38,67701.69,67701.7,67694.02,67694.02
2024-05-29 01:04:39,67694.01,67694.01,67684.0,67684.0
2024-05-29 01:04:40,67684.01,67684.01,67684.0,67684.0
2024-05-29 01:04:41,67684.01,67684.01,67684.01,67684.01
2024-05-29 01:04:42,67684.01,67696.79,67684.01,67696.79
2024-05-29 01:04:43,67699.01,67699.02,67699.01,67699.01
2024-05-29 01:04:44,67699.01,67699.02,67699.01,67699.01
2024-05-29 01:04:45,67699.01,67699.02,67699.01,67699.02
2024-05-29 01:04:46,67699.02,67699.02,67699.01,67699.01
2024-05-29 01:04:47,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:04:48,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:04:49,67699.02,67699.02,67699.02,67699.02
2024-05-29 01:04:50,67699.01,67699.02,67699.01,67699.01
2024-05-29 01:04:51,67699.02,67699.02,67699.01,67699.01
2024-05-29 01:04:52,67699.01,67699.02,67699.0,67699.01
2024-05-29 01:04:53,67699.01,67699.01,67699.0,67699.0
2024-05-29 01:04:54,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:04:55,67699.01,67699.01,67699.0,67699.01
2024-05-29 01:04:56,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:04:57,67699.01,67699.01,67699.0,67699.0
2024-05-29 01:04:58,67699.01,67699.01,67699.0,67699.0
2024-05-29 01:04:59,67699.01,67699.01,67699.0,67699.01
2024-05-29 01:05:00,67699.0,67699.01,67699.0,67699.01
2024-05-29 01:05:01,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:05:02,67699.01,67699.01,67699.0,67699.0
2024-05-29 01:05:03,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:05:04,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:05:05,67699.01,67699.01,67699.01,67699.01
2024-05-29 01:05:06,67699.0,67699.0,67699.0,67699.0
2024-05-29 01:05:07,67699.0,67699.01,67699.0,67699.01
2024-05-29 01:05:08,67699.0,67699.01,67694.22,67694.22
2024-05-29 01:05:09,67694.2,67694.2,67694.19,67694.2
2024-05-29 01:05:10,67694.2,67694.2,67694.2,67694.2
2024-05-29 01:05:11,67694.2,67713.99,67694.2,67713.99
2024-05-29 01:05:12,67714.0,67720.0,67713.99,67720.0
2024-05-29 01:05:13,67719.99,67719.99,67713.04,67713.04
2024-05-29 01:05:14,67713.05,67713.05,67713.04,67713.04
2024-05-29 01:05:15,67713.05,67713.05,67713.04,67713.04
2024-05-29 01:05:16,67713.05,67725.72,67713.05,67725.71
2024-05-29 01:05:17,67725.71,67725.71,67725.71,67725.71
2024-05-29 01:05:18,67725.72,67725.72,67725.71,67725.71
2024-05-29 01:05:19,67725.71,67725.72,67725.71,67725.71
2024-05-29 01:05:20,67725.71,67725.71,67725.71,67725.71
2024-05-29 01:05:21,67725.71,67725.72,67725.71,67725.71
2024-05-29 01:05:22,67725.72,67725.72,67725.71,67725.71
2024-05-29 01:05:23,67725.71,67725.71,67717.31,67717.31
2024-05-29 01:05:24,67717.31,67717.31,67713.04,67713.04
2024-05-29 01:05:25,67712.01,67712.01,67704.0,67704.0
2024-05-29 01:05:26,67704.0,67704.0,67698.62,67698.63
2024-05-29 01:05:27,67698.62,67698.63,67698.62,67698.63
2024-05-29 01:05:28,67698.62,67698.63,67698.62,67698.62
2024-05-29 01:05:29,67698.63,67698.63,67698.62,67698.62
2024-05-29 01:05:30,67698.63,67698.63,67698.62,67698.62
2024-05-29 01:05:31,67698.63,67698.63,67698.62,67698.62
2024-05-29 01:05:32,67698.62,67699.31,67698.62,67699.3
2024-05-29 01:05:33,67699.3,67699.3,67699.3,67699.3
2024-05-29 01:05:34,67699.31,67699.31,67699.3,67699.3
2024-05-29 01:05:35,67699.3,67699.3,67699.3,67699.3
2024-05-29 01:05:36,67699.31,67699.31,67699.3,67699.3
2024-05-29 01:05:37,67699.3,67699.3,67698.6,67698.6
2024-05-29 01:05:38,67696.14,67696.14,67680.0,67680.01
2024-05-29 01:05:39,67680.01,67680.01,67680.0,67680.01
2024-05-29 01:05:40,67680.01,67680.01,67680.01,67680.01
2024-05-29 01:05:41,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:05:42,67680.0,67680.01,67679.99,67679.99
2024-05-29 01:05:43,67679.0,67679.0,67674.38,67674.38
2024-05-29 01:05:44,67674.37,67674.38,67674.37,67674.38
2024-05-29 01:05:45,67674.38,67674.38,67674.37,67674.37
2024-05-29 01:05:46,67674.37,67674.38,67674.37,67674.38
2024-05-29 01:05:47,67674.38,67674.38,67674.37,67674.38
2024-05-29 01:05:48,67674.38,67674.38,67674.37,67674.37
2024-05-29 01:05:49,67674.38,67674.38,67674.37,67674.37
2024-05-29 01:05:50,67674.38,67674.38,67674.37,67674.38
2024-05-29 01:05:51,67674.38,67674.38,67674.37,67674.38
2024-05-29 01:05:52,67674.38,67674.38,67674.38,67674.38
2024-05-29 01:05:53,67674.38,67674.38,67674.38,67674.38
2024-05-29 01:05:54,67674.37,67674.38,67674.37,67674.38
2024-05-29 01:05:55,,,,
2024-05-29 01:05:56,67674.37,67674.38,67674.37,67674.38
2024-05-29 01:05:57,67674.38,67674.38,67674.38,67674.38
2024-05-29 01:05:58,67674.38,67674.38,67674.38,67674.38
2024-05-29 01:05:59,67674.38,67674.38,67674.37,67674.38
2024-05-29 01:06:00,67674.37,67674.38,67674.37,67674.38
2024-05-29 01:06:01,67674.38,67674.38,67674.38,67674.38
2024-05-29 01:06:02,67674.37,67674.37,67674.37,67674.37
2024-05-29 01:06:03,67674.37,67674.38,67674.37,67674.38
2024-05-29 01:06:04,67674.38,67680.0,67674.38,67680.0
2024-05-29 01:06:05,67680.0,67680.0,67680.0,67680.0
2024-05-29 01:06:06,67680.01,67680.01,67680.0,67680.01
2024-05-29 01:06:07,67680.01,67680.01,67680.0,67680.0
2024-05-29 01:06:08,67680.01,67684.02,67680.0,67684.02
2024-05-29 01:06:09,67684.01,67684.02,67684.01,67684.02
2024-05-29 01:06:10,67684.02,67684.02,67684.01,67684.01
2024-05-29 01:06:11,67684.02,67684.02,67684.01,67684.02
2024-05-29 01:06:12,67684.02,67684.02,67684.0,67684.0
2024-05-29 01:06:13,67680.07,67680.08,67680.07,67680.08
2024-05-29 01:06:14,67680.08,67680.76,67680.07,67680.76
2024-05-29 01:06:15,67684.02,67687.4,67684.02,67687.4
2024-05-29 01:06:16,67687.39,67693.54,67687.39,67693.54
2024-05-29 01:06:17,67693.54,67694.67,67693.54,67694.67
2024-05-29 01:06:18,67694.66,67694.67,67694.66,67694.67
2024-05-29 01:06:19,67694.67,67694.67,67694.66,67694.66
2024-05-29 01:06:20,67694.66,67694.67,67694.66,67694.67
2024-05-29 01:06:21,67694.66,67701.0,67694.66,67701.0
2024-05-29 01:06:22,67702.45,67707.07,67702.45,67707.07
2024-05-29 01:06:23,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:24,67707.99,67708.0,67707.99,67707.99
2024-05-29 01:06:25,67708.0,67708.0,67707.99,67707.99
2024-05-29 01:06:26,67707.99,67707.99,67707.99,67707.99
2024-05-29 01:06:27,67708.0,67708.0,67708.0,67708.0
2024-05-29 01:06:28,67707.99,67707.99,67707.99,67707.99
2024-05-29 01:06:29,67708.0,67708.0,67707.99,67708.0
2024-05-29 01:06:30,67707.99,67707.99,67707.99,67707.99
2024-05-29 01:06:31,67708.0,67708.0,67707.99,67707.99
2024-05-29 01:06:32,67708.0,67708.0,67707.99,67707.99
2024-05-29 01:06:33,67708.0,67708.0,67708.0,67708.0
2024-05-29 01:06:34,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:35,67708.0,67708.0,67707.99,67707.99
2024-05-29 01:06:36,67707.99,67708.0,67707.99,67707.99
2024-05-29 01:06:37,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:38,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:39,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:40,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:41,67707.99,67708.0,67707.99,67707.99
2024-05-29 01:06:42,67707.99,67708.0,67707.99,67708.0
2024-05-29 01:06:43,67708.0,67708.0,67707.99,67707.99
2024-05-29 01:06:44,67708.0,67708.0,67708.0,67708.0
2024-05-29 01:06:45,67708.0,67713.75,67708.0,67713.74
2024-05-29 01:06:46,67713.74,67713.75,67713.74,67713.75
2024-05-29 01:06:47,67713.74,67713.74,67713.74,67713.74
2024-05-29 01:06:48,67713.75,67713.75,67713.75,67713.75
2024-05-29 01:06:49,67713.74,67713.75,67713.74,67713.75
2024-05-29 01:06:50,67713.74,67713.74,67709.33,67709.33
2024-05-29 01:06:51,67709.34,67709.34,67709.34,67709.34
2024-05-29 01:06:52,67709.34,67709.34,67709.34,67709.34
2024-05-29 01:06:53,67709.34,67709.34,67709.33,67709.33
2024-05-29 01:06:54,67709.33,67709.34,67709.33,67709.34
2024-05-29 01:06:55,67709.34,67709.34,67709.34,67709.34
2024-05-29 01:06:56,67709.33,67709.34,67709.33,67709.34
2024-05-29 01:06:57,67709.33,67709.34,67709.33,67709.34
2024-05-29 01:06:58,67709.33,67713.99,67709.33,67713.99
2024-05-29 01:06:59,67714.0,67727.3,67714.0,67727.3
2024-05-29 01:07:00,67727.3,67729.61,67727.29,67729.61
2024-05-29 01:07:01,67732.0,67736.72,67731.99,67736.72
2024-05-29 01:07:02,67736.72,67743.3,67736.72,67743.3
2024-05-29 01:07:03,67744.0,67744.0,67743.99,67743.99
2024-05-29 01:07:04,67743.99,67743.99,67731.28,67731.28
2024-05-29 01:07:05,67729.68,67729.68,67721.25,67721.25
2024-05-29 01:07:06,67721.25,67721.25,67718.4,67718.4
2024-05-29 01:07:07,67718.4,67718.4,67714.0,67714.0
2024-05-29 01:07:08,67714.0,67714.01,67714.0,67714.01
2024-05-29 01:07:09,67714.01,67714.01,67714.0,67714.01
2024-05-29 01:07:10,67714.01,67714.01,67714.01,67714.01
2024-05-29 01:07:11,67714.01,67714.01,67714.01,67714.01
