timestamp,wallet_balance,unrealized_pnl,realized_pnl,sharpe_ratio,max_drawdown,Close,signal
2025-06-27 20:30:33,10197.47343659,0.0,-0.02487418000055186,nan,0.0,107120.8,Hold
2025-06-27 20:30:35,10197.58883648,0.0,0.09052570999847376,1.0627559620035791,0.0,107120.8,Sell
2025-06-27 20:30:36,10197.54347168,0.0,0.045160909998230636,0.6679222174062376,-4.44858100556722e-06,107120.1,Sell
2025-06-27 20:30:38,10197.4426497,0.0,-0.05566107000049669,0.4435711703502004,-1.433542598583415e-05,107120.1,Sell
2025-06-27 20:30:39,10194.36730741,10.19901533,-3.13100336000025,-0.3467350544952937,-0.00031591086105320354,107120.1,Sell
2025-06-27 20:30:40,10194.36730741,10.19901533,-3.13100336000025,-0.3467350544952937,-0.00031591086105320354,107120.1,Sell
2025-06-27 20:30:40,10194.3208351,10.55155766,-3.177475670001513,-0.32563623156587246,-0.000320468047143585,107120.1,Sell
2025-06-27 20:30:42,10194.4302896,10.98428664,-3.0680211700000655,-0.28867132303479465,-0.000320468047143585,107120.1,Sell
2025-06-27 20:30:44,10194.39492581,11.66884917,-3.103384960000767,-0.2753835342458986,-0.000320468047143585,107138.5,Sell
2025-06-27 20:30:47,10194.54667418,12.81629742,-2.9516365900017263,-0.24325532579857526,-0.000320468047143585,107138.5,Sell
2025-06-27 20:30:49,10194.17723977,13.60971015,-3.321071000000302,-0.2685346283845671,-0.00033454934933196956,107121.2,Buy
2025-06-27 20:30:49,10188.79759547,0.0,-8.70071530000132,-0.4056587363563071,-0.0008620901617989452,107121.2,Buy
2025-06-27 20:30:50,10188.79759547,0.0,-8.70071530000132,-0.4056587363563071,-0.0008620901617989452,107121.2,Buy
2025-06-27 20:30:52,10188.7593979,0.0,-8.738912870001514,-0.3892136658987161,-0.0008658359070542465,107151.5,Sell
2025-06-27 20:30:53,10186.03428027,16.77552161,-11.464030500001172,-0.47422153718185417,-0.0011330674726426349,107151.5,Sell
2025-06-27 20:30:54,10185.97236778,17.18910094,-11.525942990001568,-0.457542961982134,-0.00113913875978644,107151.5,Sell
2025-06-27 20:30:56,10185.91330652,17.22864925,-11.585004250000566,-0.4427244235305379,-0.0011449304484832945,107120.2,Buy
2025-06-27 20:30:57,10181.44311094,0.0,-16.055199830001584,-0.5217844412540247,-0.0015832885399578167,107120.2,Buy
2025-06-27 20:30:58,10181.08238484,0.0,-16.415925930001322,-0.5173158208373262,-0.0016186622058099731,107120.2,Hold
2025-06-27 20:30:59,10178.61111628,7.71026495,-18.887194490000184,-0.5701181125494829,-0.001861000723240469,107120.2,Hold
2025-06-27 20:31:00,10178.61111628,7.71026495,-18.887194490000184,-0.5701181125494829,-0.001861000723240469,107120.2,Hold
2025-06-27 20:31:01,10178.25772242,8.31638281,-19.240588350001417,-0.5643546144300653,-0.0018956553720665958,106964.1,Buy
2025-06-27 20:31:01,10174.37081649,0.0,-23.127494280000974,-0.6214418784231632,-0.002276814682598438,106964.1,Buy
2025-06-27 20:31:03,10174.42340177,0.0,-23.074909000000844,-0.5994813468986477,-0.002276814682598438,106964.1,Hold
2025-06-27 20:31:04,10171.41751156,7.57840098,-26.080799210001715,-0.64691525594744,-0.0025664228416797386,106964.1,Hold
2025-06-27 20:31:05,10170.97316143,7.68459902,-26.525149340001008,-0.6420938930654113,-0.0026099968803200424,106964.1,Hold
2025-06-27 20:31:09,10171.51512623,8.36683104,-25.983184540000366,-0.6042049006215335,-0.0026099968803200424,106964.1,Sell
2025-06-27 20:31:10,10171.51512623,8.36683104,-25.983184540000366,-0.6042049006215335,-0.0026099968803200424,106964.1,Sell
2025-06-27 20:31:11,10171.33860636,8.7217956,-26.159704410001723,-0.5935099061504181,-0.0026099968803200424,106969.0,Hold
2025-06-27 20:31:12,10171.34297869,8.71469715,-26.155332080001244,-0.5782498872506764,-0.0026099968803200424,106969.0,Sell
2025-06-27 20:31:14,10171.32579444,8.95125855,-26.1725163300016,-0.5647433372648517,-0.0026099968803200424,106969.0,Sell
2025-06-27 20:31:16,10171.32142211,9.10163572,-26.17688866000026,-0.5518186122267914,-0.0026099968803200424,106969.0,Sell
2025-06-27 20:31:18,10171.26895423,9.77285354,-26.22935654000139,-0.5410713210777348,-0.0026099968803200424,106969.0,Sell
2025-06-27 20:31:20,10171.51685482,9.50320359,-25.981455950000964,-0.5228206153344409,-0.0026099968803200424,106964.2,Buy
2025-06-27 20:31:20,10171.51685482,9.50320359,-25.981455950000964,-0.5228206153344409,-0.0026099968803200424,106964.2,Buy
2025-06-27 20:31:20,10167.57335206,0.0,-29.924958710000283,-0.5612357080123824,-0.0029433903348430324,106964.2,Buy
2025-06-27 20:31:22,10167.76342924,0.0,-29.734881530001076,-0.5451104716858306,-0.0029433903348430324,106964.2,Hold
2025-06-27 20:31:25,10164.76980699,11.04363488,-32.72850378000112,-0.5783531849669395,-0.003218312683150648,106964.2,Hold
2025-06-27 20:31:28,10164.60783241,12.66325048,-32.890478360001,-0.570917468960607,-0.0032341962986403017,106964.1,Hold
2025-06-27 20:31:29,10165.0860334,13.18602877,-32.41227737000008,-0.5486692201129287,-0.0032341962986403017,106964.1,Hold
2025-06-27 20:31:30,10165.0860334,13.18602877,-32.41227737000008,-0.5486692201129287,-0.0032341962986403017,106964.1,Hold
2025-06-27 20:31:31,10164.93056219,13.09689803,-32.567748580000625,-0.5422653789035143,-0.0032341962986403017,106964.1,Buy
2025-06-27 20:31:32,10161.02390658,0.0,-36.47440419000122,-0.5739837342985239,-0.0035856446544692,106964.1,Buy
2025-06-27 20:31:33,10161.05691987,0.0,-36.44139090000135,-0.563387605424008,-0.0035856446544692,106964.1,Sell
