Timestamp,Open,High,Low,Close
2024-05-28 21:09:00,68132.78,68154.44,68097.2,68125.2
2024-05-28 21:10:00,68125.2,68140.0,68051.91,68140.0
2024-05-28 21:11:00,68140.0,68163.24,68094.65,68124.0
2024-05-28 21:12:00,68125.74,68169.99,68122.17,68163.98
2024-05-28 21:13:00,68163.98,68201.43,68163.98,68188.99
2024-05-28 21:14:00,68189.0,68198.87,68170.0,68170.0
2024-05-28 21:15:00,68170.0,68217.85,68168.0,68207.59
2024-05-28 21:16:00,68207.58,68236.35,68196.02,68236.34
2024-05-28 21:17:00,68236.35,68236.35,68216.0,68216.01
2024-05-28 21:18:00,68216.01,68244.53,68216.0,68244.52
2024-05-28 21:19:00,68244.53,68272.9,68244.52,68272.9
2024-05-28 21:20:00,68272.89,68272.9,68272.89,68272.9
